MSISDN1,PIN,MSISDN2,AMOUNT
8801700400644,MDM5Mgo=,1700405066,24
8801700400645,NzkzNwo=,1700420426,24
8801700400646,MzY3MQo=,1700409104,21
8801700400647,NzQ1NAo=,1700406545,20
8801700400648,NjEyMQo=,1700406203,25
8801700400649,NjcyNwo=,1700409722,26
8801700400650,NTIxNAo=,1700403759,27
8801700400651,NzA5Mgo=,1700403090,21
8801700400652,NjgwNwo=,1700413648,20
8801700400653,NTQ4NQo=,1700408835,22
8801700400654,OTQ2MAo=,1700418833,22
8801700400655,NDc2Mgo=,1700421821,20
8801700400656,MzYzOAo=,1700418731,24
8801700400657,MDg0Mgo=,1700413927,27
8801700400658,MTQ5Nwo=,1700424747,23
8801700400659,NTAyMwo=,1700426567,20
8801700400660,NjY1OAo=,1700426982,23
8801700400661,MDg2MAo=,1700411890,25
8801700400662,Nzc0Mwo=,1700421309,27
8801700400663,MzM5OAo=,1700407453,21
8801700400664,Mjg4MAo=,1700409074,23
8801700400665,MjgwMwo=,1700420643,27
8801700400666,NTI0Mwo=,1700412377,23
8801700400667,NTcyMQo=,1700411090,22
8801700400668,NjMzNAo=,1700421063,24
8801700400669,MTc2Nwo=,1700402394,22
8801700400670,OTMzNAo=,1700408279,23
8801700400671,ODkxMgo=,1700410891,20
8801700400672,NzY4OAo=,1700410089,23
8801700400673,MjE2NAo=,1700416103,26
8801700400674,MDM5NAo=,1700421480,22
8801700400675,NTQ5OAo=,1700404753,24
8801700400676,MjU2Mwo=,1700418842,27
8801700400677,ODQxMQo=,1700424429,22
8801700400678,OTU1Nwo=,1700408253,27
8801700400679,MTAyOQo=,1700402854,25
8801700400680,NDEwMwo=,1700420195,22
8801700400681,NjkzMgo=,1700423913,27
8801700400682,Nzc3MAo=,1700406875,25
8801700400683,NjMxMwo=,1700410911,22
8801700400684,ODQxMgo=,1700403661,24
8801700400685,Njc4NQo=,1700412905,22
8801700400686,NTY1MAo=,1700422171,25
8801700400687,MzcyNgo=,1700403798,22
8801700400688,NTk1OQo=,1700414149,22
8801700400689,MTAzNwo=,1700414995,22
8801700400690,OTg4NQo=,1700405733,25
8801700400691,NTIzNgo=,1700414649,26
8801700400692,MTkxNgo=,1700419901,22
8801700400693,MzEyMAo=,1700403940,21
8801700400694,OTEzMwo=,1700402687,20
8801700400695,MzA4Nwo=,1700403052,21
8801700400696,NzI1NQo=,1700413449,23
8801700400697,NzkwNwo=,1700418250,21
8801700400698,NDc5OQo=,1700402426,26
8801700400699,NzgzOQo=,1700404803,26
8801700400700,NTg3NQo=,1700404515,26
8801700400701,NjU1MQo=,1700409514,26
8801700400702,NzU1NQo=,1700403995,25
8801700400703,MTIxNAo=,1700426165,20
8801700400704,NjM1MQo=,1700421838,27
8801700400705,NTIwOQo=,1700416813,27
8801700400706,Mzc1NAo=,1700405929,22
8801700400707,MDc5MAo=,1700404936,20
8801700400708,MjQzOQo=,1700405628,23
8801700400709,Mzc4OAo=,1700407717,20
8801700400711,MjIxMAo=,1700403868,21
8801700400712,MTE2MQo=,1700406462,21
8801700400713,Mzc2NQo=,1700403151,24
8801700400714,MTQyOAo=,1700408951,25
8801700400715,NzQ3Nwo=,1700406128,26
8801700400716,MjYwMgo=,1700409792,23
8801700400717,MDE5Mgo=,1700428081,26
8801700400718,ODAwMgo=,1700414203,23
8801700400719,Mjk1Mwo=,1700402337,25
8801700400720,MjY3NQo=,1700403103,23
8801700400721,NDA4OAo=,1700422322,27
8801700400722,MTE1NQo=,1700425940,23
8801700400723,ODkxMAo=,1700410879,22
8801700400724,Njg0MAo=,1700403200,22
8801700400725,NzQ3NAo=,1700427883,25
8801700400726,ODYwNQo=,1700422339,23
8801700400727,NjMzNAo=,1700415730,20
8801700400728,Mjc3OQo=,1700418485,26
8801700400729,MTE3MQo=,1700405038,20
8801700400730,Mzk5Nwo=,1700427032,21
8801700400731,MzE4NQo=,1700402195,24
8801700400732,MzU4Nwo=,1700407524,26
8801700400733,NDE2MQo=,1700404858,26
8801700400734,MjY0Mgo=,1700423932,25
8801700400735,MjcxOAo=,1700425623,20
8801700400736,MzUyNgo=,1700421875,23
8801700400737,OTc0NQo=,1700406675,20
8801700400738,MTM0OQo=,1700425589,23
8801700400739,MjQ4Mgo=,1700406852,22
8801700400740,MjcxNQo=,1700421653,26
8801700400741,NTc0MAo=,1700410835,25
8801700400742,OTMyMgo=,1700418779,21
8801700400743,MDIwNgo=,1700412111,23
8801700400744,MDMzNgo=,1700426219,22
8801700400745,NTUwMgo=,1700402283,20
8801700400746,MTQyNgo=,1700410715,22
8801700400747,MTM1Mwo=,1700424443,21
8801700400748,ODk0NAo=,1700409573,21
8801700400749,MzM3OAo=,1700418500,23
8801700400750,MzU4Ngo=,1700416855,21
8801700400751,ODY0MAo=,1700428194,26
8801700400752,ODk3Ngo=,1700407806,25
8801700400753,NjQ4NAo=,1700420180,27
8801700400754,MTMxOAo=,1700419035,27
8801700400755,OTk0MQo=,1700428655,25
8801700400756,NjQ3MAo=,1700403739,26
8801700400757,OTU5Ngo=,1700415913,27
8801700400758,Njg1MQo=,1700414583,23
8801700400759,MjMzMQo=,1700406875,24
8801700400760,MjcwOAo=,1700425644,24
8801700400761,MTIwMQo=,1700404156,21
8801700400762,NDM1Mgo=,1700425344,25
8801700400763,MDQyNgo=,1700424308,21
8801700400764,NTk1OQo=,1700414437,20
8801700400765,Mjc1OQo=,1700411243,27
8801700400766,NjE5OQo=,1700419924,27
8801700400767,ODA0Mgo=,1700416509,21
8801700400768,NTQ0Nwo=,1700428172,24
8801700400769,NjYyMwo=,1700420903,21
8801700400770,MTQwMwo=,1700407211,26
8801700400771,NjczOQo=,1700408894,21
8801700400772,OTUzMAo=,1700419375,27
8801700400773,NzE3MAo=,1700412673,22
8801700400774,ODU1NQo=,1700403820,25
8801700400775,NTQwNAo=,1700407564,21
8801700400776,ODM0Mwo=,1700402871,26
8801700400777,ODE2OAo=,1700404336,25
8801700400778,NjYyNgo=,1700428460,20
8801700400779,MjYxNwo=,1700407474,27
8801700400780,Mzg3OAo=,1700418144,26
8801700400781,NjM3MQo=,1700422917,26
8801700400782,MTcyNAo=,1700415263,23
8801700400783,NDgwMgo=,1700428521,24
8801700400784,MjI4MQo=,1700421384,25
8801700400785,NzcxNwo=,1700406792,24
8801700400786,Njc1Ngo=,1700414987,27
8801700400787,MTAyMwo=,1700424408,25
8801700400788,MDcyNgo=,1700412060,22
8801700400789,NDI2MQo=,1700414692,27
8801700400790,NzY0OQo=,1700426086,26
8801700400791,MTc1MQo=,1700427044,24
8801700400792,MDU4OAo=,1700423289,21
8801700400793,NDc1OAo=,1700403171,24
8801700400794,MDMyNwo=,1700405640,26
8801700400795,MTUxMwo=,1700411897,27
8801700400796,ODEzOQo=,1700406829,22
8801700400797,NTg2NAo=,1700404912,26
8801700400798,NTE4Nwo=,1700421805,23
8801700400799,NDM3Mwo=,1700421256,22
8801700400800,NzY1Mgo=,1700422626,23
8801700400801,MDc2MQo=,1700424380,26
8801700400802,ODQ3NQo=,1700417277,24
8801700400803,NDczMQo=,1700413022,27
8801700400804,NzA0Nwo=,1700406859,23
8801700400805,OTU0OAo=,1700425606,22
8801700400806,NDI3MAo=,1700427117,24
8801700400807,OTc1Mwo=,1700425713,26
8801700400808,NTg3Nwo=,1700409872,25
8801700400809,Nzg0Mwo=,1700403533,27
8801700400810,OTgyNQo=,1700402644,21
8801700400811,MDMxOQo=,1700413965,27
8801700400812,ODI4Nwo=,1700423299,23
8801700400813,OTU3Ngo=,1700405598,20
8801700400814,OTMyOAo=,1700410141,27
8801700400815,NDc4Mwo=,1700421023,21
8801700400816,ODI1Ngo=,1700427624,26
8801700400817,MjczOAo=,1700417673,24
8801700400818,NzgyMwo=,1700421218,27
8801700400819,NDY5Mgo=,1700403936,25
8801700400820,MTA4MQo=,1700412590,26
8801700400821,MDQ3NQo=,1700413995,25
8801700400822,NjkzMQo=,1700404225,23
8801700400823,Mjc0OAo=,1700403572,25
8801700400824,NzYzMAo=,1700407457,25
8801700400825,MDk5Nwo=,1700403968,27
8801700400826,MzYzMAo=,1700423402,25
8801700400827,MTc3NAo=,1700424385,23
8801700400828,ODk0MAo=,1700422250,22
8801700400829,OTkzMwo=,1700404922,21
8801700400830,NTkzMAo=,1700407166,21
8801700400831,NDAyNgo=,1700422665,20
8801700400832,Njg3Ngo=,1700416048,26
8801700400833,NzIxMQo=,1700423731,27
8801700400834,OTM0Mwo=,1700426403,20
8801700400835,NDg3Ngo=,1700428285,24
8801700400836,NjY4MAo=,1700408764,20
8801700400837,NzUxMAo=,1700417247,23
8801700400838,NzI5OQo=,1700417086,20
8801700400839,NzAxMwo=,1700421884,24
8801700400840,OTU4Mwo=,1700419394,20
8801700400841,NTM5Mgo=,1700423508,20
8801700400842,NzEzNgo=,1700418594,26
8801700400843,MTE1NQo=,1700414618,21
8801700400844,NDkzMgo=,1700415258,26
8801700400845,OTYzMQo=,1700404657,27
8801700400846,NTI3NQo=,1700427657,23
8801700400847,NzA3OQo=,1700409932,22
8801700400848,OTQ3Mwo=,1700403313,24
8801700400849,MzE5MQo=,1700405190,26
8801700400850,NjYxMQo=,1700404751,20
8801700400851,ODQ3Mgo=,1700402221,27
8801700400852,NjQ0MQo=,1700406395,24
8801700400853,MTYyMAo=,1700426481,23
8801700400854,MDE3MAo=,1700425193,22
8801700400855,MDE5Mgo=,1700403314,21
8801700400856,ODQxNAo=,1700407968,24
8801700400857,NzEyMQo=,1700424616,22
8801700400858,OTE3MQo=,1700424768,26
8801700400859,OTQ4Mgo=,1700409456,24
8801700400860,ODIwMwo=,1700404784,27
8801700400861,MDQyNQo=,1700408166,26
8801700400862,Mjk0MAo=,1700412602,25
8801700400863,MzYyNAo=,1700420197,21
8801700400864,Mjk5NAo=,1700412745,20
8801700400865,ODc0Ngo=,1700417475,26
8801700400866,MDE4OAo=,1700409727,23
8801700400867,MDkwNwo=,1700425797,24
8801700400868,ODk2NAo=,1700407518,20
8801700400869,MDIzNQo=,1700410193,22
8801700400870,ODA0Ngo=,1700414849,25
8801700400871,OTc4OQo=,1700415508,25
8801700400872,NTY5OAo=,1700426158,26
8801700400873,NzM5Mgo=,1700403435,25
8801700400874,NDk1Mgo=,1700409558,27
8801700400875,MjUzMwo=,1700410698,26
8801700400876,OTY0NAo=,1700402251,24
8801700400877,MDE4Mwo=,1700415269,20
8801700400878,OTcyMgo=,1700405956,26
8801700400879,Nzc4OQo=,1700427672,26
8801700400880,MzYxMgo=,1700405989,27
8801700400881,MDc2MAo=,1700405281,22
8801700400882,MTI1Mgo=,1700415600,27
8801700400883,NDA5OQo=,1700419253,26
8801700400884,MjMwNwo=,1700427655,24
8801700400885,NzU2NQo=,1700420638,24
8801700400886,MjI4NQo=,1700403871,20
8801700400887,MjAxOAo=,1700422910,25
8801700400888,MTQzOAo=,1700403321,25
8801700400889,MTY2Mgo=,1700410397,20
8801700400890,NzQyNgo=,1700404748,27
8801700400891,OTU0OAo=,1700409224,24
8801700400892,OTAzMwo=,1700425075,20
8801700400893,NTQ5OQo=,1700420158,26
8801700400894,NzE1NQo=,1700427519,23
8801700400895,MzMyMQo=,1700402839,25
8801700400896,NjE5Mwo=,1700403338,20
8801700400897,Mjc5OQo=,1700428968,27
8801700400898,MDkxOAo=,1700406138,27
8801700400899,NzgxNQo=,1700405154,26
8801700400900,ODY4MQo=,1700406412,26
8801700400901,MzI3Ngo=,1700402647,24
8801700400902,NzkyOQo=,1700417618,20
8801700400903,NTc3Nwo=,1700404774,21
8801700400904,OTU3Mwo=,1700409399,20
8801700400905,ODU4Mwo=,1700406129,27
8801700400906,NjQ4NAo=,1700406926,22
8801700400907,NzIzMQo=,1700425546,26
8801700400908,NTY2NQo=,1700426126,26
8801700400909,MjQxOQo=,1700402029,21
8801700400910,MzY0Nwo=,1700417091,25
8801700400911,ODM3MQo=,1700402816,20
8801700400912,OTEzOAo=,1700409126,27
8801700400913,ODc1NAo=,1700402730,26
8801700400914,NjAwMQo=,1700425425,20
8801700400915,OTc0NAo=,1700410177,21
8801700400916,MDIxOAo=,1700405905,26
8801700400917,NjM0Mgo=,1700407808,23
8801700400918,NjAyNQo=,1700428831,23
8801700400919,MjAzMwo=,1700423199,23
8801700400920,NjgxOQo=,1700417912,21
8801700400921,NDgyNgo=,1700415172,25
8801700400922,OTg3Nwo=,1700404639,27
8801700400923,NjQzNwo=,1700414974,21
8801700400924,NDc5NAo=,1700421839,22
8801700400925,ODQyMQo=,1700407766,22
8801700400926,OTQzNAo=,1700415535,25
8801700400927,OTUyMwo=,1700419562,25
8801700400928,NzY2Mgo=,1700406576,23
8801700400929,MDcwNgo=,1700421864,26
8801700400931,ODEwMQo=,1700416404,22
8801700400932,MTk2OQo=,1700413802,24
8801700400933,NjQ0NQo=,1700406414,23
8801700400934,ODI0Mwo=,1700418311,20
8801700400935,MDM5OQo=,1700402674,25
8801700400936,OTU5NQo=,1700420066,25
8801700400937,NDE4NQo=,1700423447,21
8801700400938,ODUzNgo=,1700403320,20
8801700400939,NjQ4MQo=,1700424698,24
8801700400940,MDA3Mwo=,1700411058,23
8801700400941,OTE5Mgo=,1700420197,24
8801700400942,Mjg3Mgo=,1700404111,25
8801700400943,NTg4NAo=,1700408873,21
8801700400944,NzQ2OQo=,1700403037,25
8801700400945,MzI0Mgo=,1700426175,22
8801700400946,NDIwMAo=,1700428969,27
8801700400947,OTIwMgo=,1700405889,24
8801700400948,MTIyOAo=,1700416188,22
8801700400949,NDYwMQo=,1700406521,26
8801700400950,NzY0Mgo=,1700417414,20
8801700400951,NTM3NQo=,1700404845,23
8801700400952,OTI4Nwo=,1700410436,21
8801700400953,ODE1Mgo=,1700422421,21
8801700400954,MTU2OAo=,1700415499,22
8801700400955,MjQyNQo=,1700404670,24
8801700400956,NTgyOQo=,1700428020,27
8801700400957,NjE4Mwo=,1700408931,21
8801700400958,NjE0Mwo=,1700409094,20
8801700400959,ODEzOQo=,1700411955,25
8801700400960,MTEwNwo=,1700404249,27
8801700400961,NjY4NAo=,1700412330,25
8801700400962,NDMwNwo=,1700407215,23
8801700400963,NDI0MQo=,1700428877,23
8801700400964,MDE4NAo=,1700423674,25
8801700400965,NjM0Ngo=,1700421581,27
8801700400966,MDUzNQo=,1700404095,24
8801700400967,NjY4Nwo=,1700419847,24
8801700400968,NDM1NQo=,1700410046,20
8801700400969,NzA3Nwo=,1700412462,27
8801700400970,NDIyOAo=,1700418765,27
8801700400971,MzIyNgo=,1700412234,25
8801700400972,MzkwOQo=,1700417542,25
8801700400973,OTIxNAo=,1700406814,22
8801700400974,MDgyOAo=,1700402827,26
8801700400975,MDYyNQo=,1700425747,21
8801700400976,NTk5Ngo=,1700405874,26
8801700400977,OTg3Mgo=,1700415448,23
8801700400978,NjM5Mgo=,1700420029,23
8801700400979,MjI1NQo=,1700422323,21
8801700400980,ODE3OAo=,1700409868,25
8801700400981,NzkxNAo=,1700415853,26
8801700400982,MTMzNwo=,1700402057,23
8801700400983,NDg2MQo=,1700411095,26
8801700400984,MzY0Ngo=,1700424744,22
8801700400985,MTI5Nwo=,1700402815,25
8801700400986,NzM2OQo=,1700426125,21
8801700400987,MjAwMAo=,1700424501,21
8801700400988,NjM4NQo=,1700413095,23
8801700400989,ODMxMAo=,1700427111,26
8801700400990,NDE4OQo=,1700412771,24
8801700400991,MjIyMAo=,1700410831,24
8801700400992,NzE0MQo=,1700410261,27
8801700400993,MzczNgo=,1700405170,27
8801700400994,MjQ1Mgo=,1700402280,25
8801700400995,NzQ0Nwo=,1700425034,23
8801700400996,NzQ3Ngo=,1700427791,22
8801700400997,Njg5Mgo=,1700402093,23
8801700400998,MTQ0Ngo=,1700403218,22
8801700400999,MDUyMAo=,1700410743,22
8801700401000,ODgyMQo=,1700407858,22
8801700401001,NDgzMAo=,1700403745,26
8801700401002,MDkwOQo=,1700411854,21
8801700401003,Mzc0NAo=,1700416542,20
8801700401004,MDk1OAo=,1700405958,22
8801700401005,OTM1Nwo=,1700403500,22
8801700401006,OTQ5NQo=,1700402564,25
8801700401007,MTYyNQo=,1700403590,20
8801700401008,NTUxNQo=,1700416495,25
8801700401009,NTczNAo=,1700423255,22
8801700401010,NTI0Nwo=,1700402915,26
8801700401011,MjU2Ngo=,1700402033,21
8801700401012,MjQwMQo=,1700402078,25
8801700401013,MTk4Nwo=,1700407657,21
8801700401014,NTc0MAo=,1700428536,25
8801700401015,NzYzOAo=,1700410732,26
8801700401016,MDQ1MAo=,1700410698,25
8801700401017,MzcyNAo=,1700405548,25
8801700401018,NDU2OQo=,1700412302,21
8801700401019,MDAzOAo=,1700422482,23
8801700401020,NTUzMQo=,1700404407,24
8801700401021,NTgxNgo=,1700403856,20
8801700401022,NjU5Mgo=,1700404072,27
8801700401023,MjYyOAo=,1700420904,24
8801700401024,MzM2NAo=,1700416568,20
8801700401025,Nzg3MQo=,1700408414,27
8801700401026,MzE0MQo=,1700405698,25
8801700401027,NzAzMQo=,1700423881,25
8801700401028,MzMzNwo=,1700406709,25
8801700401029,NjM5Mgo=,1700403640,26
8801700401030,MjgwNAo=,1700408810,23
8801700401031,NzM4NQo=,1700427863,24
8801700401032,NTY3Ngo=,1700426590,23
8801700401033,NTEzNwo=,1700422202,24
8801700401034,NjE4OQo=,1700417342,22
8801700401035,OTE1OAo=,1700420345,25
8801700401036,Mzg3NAo=,1700403736,21
8801700401037,NDgzNgo=,1700407700,25
8801700401038,NjAxNAo=,1700405547,26
8801700401039,MDQ3NAo=,1700428903,24
8801700401040,ODY0NAo=,1700405901,26
8801700401041,MTA1MAo=,1700404348,23
8801700401042,OTgyNwo=,1700418361,27
8801700401043,NTY4NAo=,1700403903,22
8801700401044,NjI0OQo=,1700416319,22
8801700401045,NzQ5MAo=,1700426623,27
8801700401046,Nzc3MAo=,1700425170,20
8801700401047,ODk0NAo=,1700405071,23
8801700401048,MDY1Mwo=,1700427488,24
8801700401049,MTg3MAo=,1700418908,25
8801700401050,Mzg0Mgo=,1700406367,20
8801700401051,ODMwMQo=,1700424719,27
8801700401052,MTI1Nwo=,1700402416,24
8801700401053,OTY5Ngo=,1700409602,21
8801700401054,ODU1Mwo=,1700423140,24
8801700401055,NDg4NAo=,1700408503,22
8801700401056,NjU1MAo=,1700402782,24
8801700401057,MTMxMgo=,1700406916,24
8801700401058,MzgxNwo=,1700416640,21
8801700401059,NzAxMwo=,1700405962,26
8801700401060,OTU2Mgo=,1700424098,20
8801700401061,OTg3OQo=,1700423136,22
8801700401062,NDg5Mgo=,1700405165,23
8801700401063,MzQzMwo=,1700423869,26
8801700401064,NTE0NAo=,1700414399,21
8801700401065,NDk1MAo=,1700405097,23
8801700401066,NjQ2NAo=,1700428517,22
8801700401067,MDc5OAo=,1700404174,20
8801700401068,NTI4MAo=,1700418128,20
8801700401069,MDgwNgo=,1700402318,20
8801700401070,Mzg0OQo=,1700414867,27
8801700401071,Mzc3OQo=,1700420705,23
8801700401072,NDkzNgo=,1700420328,25
8801700401073,NjE5NQo=,1700402781,26
8801700401074,MTIzMgo=,1700424248,22
8801700401075,MTkxNgo=,1700427746,24
8801700401076,ODg0OAo=,1700418292,23
8801700401077,MzU1Nwo=,1700422526,25
8801700401078,NDQ1NAo=,1700411896,25
8801700401079,NjA2MAo=,1700426570,24
8801700401080,OTE0Mwo=,1700419878,22
8801700401081,ODgzNwo=,1700406271,22
8801700401082,MTg5Nwo=,1700406338,23
8801700401083,MDE2OQo=,1700418260,21
8801700401084,MjEzOQo=,1700408857,25
8801700401085,NTIzNgo=,1700403680,22
8801700401086,MjcxMwo=,1700420888,20
8801700401087,Mjc4NAo=,1700418162,22
8801700401088,MDM1OAo=,1700403563,21
8801700401089,NDc1Mwo=,1700418782,26
8801700401090,MTA5Mwo=,1700428787,23
8801700401091,NjQwMgo=,1700419075,25
8801700401092,MjUzOAo=,1700407770,21
8801700401093,NTcyMQo=,1700404705,26
8801700401094,MDM5NAo=,1700404864,26
8801700401095,ODIzMgo=,1700423673,26
8801700401096,NDk5OQo=,1700407353,26
8801700401097,MDY4Mgo=,1700419681,26
8801700401098,NjUwMwo=,1700416263,25
8801700401099,NTU5Nwo=,1700411906,21
8801700401100,NzI1MAo=,1700410327,23
8801700401101,NTQxOAo=,1700405915,23
8801700401102,NTAxMQo=,1700404467,20
8801700401103,ODY0MQo=,1700406847,24
8801700401104,NTYwNAo=,1700424520,24
8801700401105,NzcxMgo=,1700405781,22
8801700401106,Mzc1NAo=,1700414501,22
8801700401107,NTkzMAo=,1700407210,25
8801700401108,Mjc2Mgo=,1700413474,22
8801700401109,NDc0MQo=,1700408245,22
8801700401110,NTUxNgo=,1700404038,20
8801700401111,NTc3MQo=,1700414480,22
8801700401112,Mjk4MQo=,1700407426,21
8801700401113,MDg2OAo=,1700406134,21
8801700401114,ODY2Ngo=,1700410205,27
8801700401115,ODQ3Mwo=,1700404810,20
8801700401116,OTgwMAo=,1700406597,23
8801700401117,MjU5MAo=,1700424374,21
8801700401118,NjYyMQo=,1700416351,21
8801700401119,MzgxOQo=,1700412932,22
8801700401120,MDcxOAo=,1700426958,27
8801700401121,NzI5NQo=,1700402540,26
8801700401122,ODk4MAo=,1700414083,20
8801700401123,OTM2Nwo=,1700414728,26
8801700401124,MjUwMgo=,1700413357,21
8801700401125,NDU0OAo=,1700415454,23
8801700401126,MDQxMgo=,1700416289,20
8801700401127,MjQ5Nwo=,1700407460,25
8801700401128,NTczMAo=,1700404441,22
8801700401129,ODY5OQo=,1700418624,27
8801700401130,MDU4MQo=,1700419970,23
8801700401131,NjU4Nwo=,1700407655,20
8801700401132,OTQwMwo=,1700405297,22
8801700401133,MDAxNAo=,1700422060,23
8801700401134,Njg4OQo=,1700409969,20
8801700401135,NzI1Mwo=,1700425027,21
8801700401136,OTA5OQo=,1700412744,22
8801700401137,MDg3NAo=,1700411944,22
8801700401138,NzUyNwo=,1700422434,26
8801700401139,MzM0Ngo=,1700415422,20
8801700401140,Mzk0MQo=,1700402080,23
8801700401141,MDg3MAo=,1700405060,26
8801700401142,MzA0MQo=,1700417258,22
8801700401143,MTgxMAo=,1700404661,26
8801700401144,OTg4Mwo=,1700421405,21
8801700401145,OTEzOAo=,1700426702,24
8801700401146,MzAyMgo=,1700419711,26
8801700401147,MjQ0NQo=,1700414967,24
8801700401148,NzQ3Nwo=,1700428908,23
8801700401149,MTMwOQo=,1700402114,25
8801700401150,MDc1Mgo=,1700406800,20
8801700401151,OTkwNgo=,1700414729,20
8801700401152,NjYwOQo=,1700403312,20
8801700401153,MDE1OQo=,1700415499,20
8801700401154,OTk4Mwo=,1700420513,20
8801700401155,NTY4Ngo=,1700410604,25
8801700401156,NjI2NAo=,1700409187,23
8801700401157,NTA1OAo=,1700426103,23
8801700401158,NTU0OAo=,1700416962,24
8801700401159,OTUyNAo=,1700407246,20
8801700401160,Nzk0Mgo=,1700428076,21
8801700401161,NDI5Mwo=,1700406942,26
8801700401162,MDk1Ngo=,1700425113,25
8801700401163,OTQzNwo=,1700420025,24
8801700401164,OTE0OAo=,1700407815,23
8801700401165,MTYwMgo=,1700405287,24
8801700401166,OTU3NQo=,1700413646,27
8801700401167,MTE0NAo=,1700421291,21
8801700401168,OTU2Mgo=,1700418024,20
8801700401169,NDU3MAo=,1700403012,22
8801700401170,NTYxMAo=,1700414449,20
8801700401171,MDE2OQo=,1700415499,25
8801700401172,MjAzMQo=,1700410997,27
8801700401173,MzIxMQo=,1700409238,20
8801700401174,NzgwMAo=,1700412663,23
8801700401175,NzA3MQo=,1700405813,25
8801700401176,ODIxMQo=,1700425315,26
8801700401177,NTkzOAo=,1700424919,25
8801700401178,NDc5MAo=,1700408274,25
8801700401179,NTIyMwo=,1700427065,20
8801700401180,NDg5OAo=,1700407089,25
8801700401181,OTQyMQo=,1700405473,23
8801700401182,Nzg1MAo=,1700408621,22
8801700401183,OTQ3OQo=,1700414516,23
8801700401184,MDQ2OAo=,1700412793,21
8801700401185,Njg0Nwo=,1700411471,22
8801700401186,MDcyMQo=,1700402686,27
8801700401187,NzAwNgo=,1700418229,27
8801700401188,NzIyNAo=,1700403190,26
8801700401189,MDMxMAo=,1700420331,23
8801700401190,OTk4NQo=,1700402813,20
8801700401191,MTg0OQo=,1700428838,23
8801700401192,OTQwNgo=,1700418996,21
8801700401193,NjExOQo=,1700402089,23
8801700401194,OTU4MQo=,1700417617,22
8801700401195,NzI0MQo=,1700406013,25
8801700401197,MDkwMQo=,1700402452,23
8801700401198,MTIzNQo=,1700426378,25
8801700401199,NzEzOQo=,1700406256,25
8801700401200,MTk3Mwo=,1700420065,25
8801700401201,MDA3MQo=,1700408102,27
8801700401202,MjQ2NAo=,1700414468,26
8801700401203,NjAzOAo=,1700417584,20
8801700401204,MDg4OQo=,1700412361,21
8801700401205,NDg4MQo=,1700406342,26
8801700401206,NjU2OAo=,1700403342,21
8801700401207,NjAwNwo=,1700405215,20
8801700401208,NDU4Nwo=,1700423019,27
8801700401209,OTA2OAo=,1700414748,21
8801700401210,MjEwMwo=,1700410949,24
8801700401211,NDk1OAo=,1700425439,20
8801700401212,NjkxNwo=,1700417328,24
8801700401213,MjkzMQo=,1700428156,23
8801700401214,Mzg4NQo=,1700407842,26
8801700401215,ODA2OAo=,1700420271,21
8801700401216,MzA0Mwo=,1700409033,24
8801700401217,MjkxNgo=,1700402838,25
8801700401218,MzcxMwo=,1700422652,26
8801700401219,NDMwOAo=,1700419679,26
8801700401220,MTA2OAo=,1700402852,23
8801700401221,ODU3Mwo=,1700404634,25
8801700401222,NzM1Mgo=,1700403312,22
8801700401223,NzU4MAo=,1700410678,21
8801700401224,OTE0NAo=,1700412825,27
8801700401225,MjYzMwo=,1700402914,27
8801700401226,OTk5Mwo=,1700427433,22
8801700401227,NjYxOAo=,1700423920,23
8801700401228,NjQ2Mwo=,1700402319,27
8801700401229,OTA1MAo=,1700413074,23
8801700401230,MTY0Ngo=,1700425033,23
8801700401231,NDY0Mwo=,1700417149,24
8801700401232,NDM4MAo=,1700424427,23
8801700401233,NjI0OAo=,1700404720,24
8801700401234,OTU2OAo=,1700412226,20
8801700401235,MjQ0MAo=,1700424260,22
8801700401236,ODAyNAo=,1700421118,25
8801700401237,MjI0OQo=,1700422847,27
